Application ID,Current City,Other skills,Institute,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
MS1227,Bangalore,R Programming,St.Josephs College Of Arts And Science,Bachelor of Science (B.Sc),Mathematics,2017,N/A,N/A,N/A,N/A
MS1228,Bangalore,"MS-Excel, MySQL, R Programming, Python, Tableau",St Joseph's College Of Commerce (Autonomous),Bachelor of Commerce (B.Com),Analytics,2021,N/A,8.30/10,N/A,N/A
MS1229,Hyderabad,"Machine Learning, Python, Data Analytics",SRM University Chennai,Integrated B.Tech,Automobile,2016,N/A,6.00/7,N/A,N/A
MS1230,Bangalore,"C Programming, C++ Programming, CSS, HTML, Java, Python, SQL",Rungta College Of Engineering And Technology,Bachelor of Engineering (B.E),Computer Science  Engineering,2019,N/A,68.00/100,67.20/67.20,75.00/75.00
MS1231,Gulbarga,Data Science,"PDA College Of Engineering, Gulbarga, Karnataka",Bachelor of Engineering (B.E),Mechanical Engineering,2017,N/A,73.00/100,N/A,N/A
MS1232,Bangalore,"Data Analytics, Deep Learning, Eclipse (IDE), HTML, MS-Excel, Machine Learning, MySQL, Python",KIIT UNIVERSITY,Bachelor of Technology (B.Tech),Information Technology,2018,N/A,7.12/10,60.00/60.00,66.50/66.50
MS1233,Delhi,"Data Analytics, Python, SPSS, SQL, R Programming",Chandigarh University,MBA,Data Analytics,2021,66.00/100,7.50/10,63.00/63.00,7.20/7.20
MS1234,Pune,"Data Analytics, Embedded Systems, Machine Learning, R Programming, Visual Basic (VB)",Imarticus Learning Pvt Ltd,,Data Analytics,2020,N/A,64.36/100,56.46/56.46,61.25/61.25
MS1235,Mumbai,"C Programming, C++ Programming, GNU Octave, Java, MS-Excel, MS-PowerPoint, MS-Word, Python, Machine Learning",Manipal University Jaipur,Bachelor of Technology (B.Tech),Mechanical Engineering,2019,N/A,7.59/10,N/A,N/A
MS1236,Hyderabad,"Machine Learning, MySQL, Python",Great Lakes Institute Of Technology,Post Graduate Programme (PGP),Data Science And Engineering,2020,N/A,2.35/4,86.00/86.00,74.00/74.00
MS1237,Banglore,"MS-Excel, MySQL, Python, R Programming, SAS, Statistical Modeling, Tableau","National Institute Of Electronics & Information Technology, Calicut",Master of Computer Applications (MCA),Computer Application,2015,7.93/10,N/A,N/A,N/A
MS1238,Chennai,"C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), Deep Learning, Flask, HTML, JavaScript, Linux, MATLAB, Machine Learning, Node.js, OpenCV, PHP, Python, jQuery, BIG DATA ANALYTICS, Data Science, Django, Image Processing, JSON, Neural Networks, SQL",Vellore Institute of Technology,B.Tech (Hons.),Computer  Science,2022,N/A,8.83/10,95.20/95.20,10.00/10.00
MS1239,Pune,"Hibernate (Java), MySQL, C Programming, C++ Programming, CSS, HTML, Java, Spring MVC, Machine Learning",KLS Gogte Institute Of Technology Belgaum,Bachelor of Engineering (B.E),Computer Science & Engineering,2017,N/A,59.30/100,N/A,72.23/72.23
MS1240,Bangalore,"Adobe Photoshop, CSS, HTML, Java, JavaScript, Machine Learning, PHP, Python, R Programming",Christ University Bangalore,Bachelor of Science (B.Sc),Computer Science And Statistics,2021,N/A,85.00/100,91.00/91.00,N/A
MS1241,Bangalore,"C Programming, C++ Programming, Data Analytics, MS-Excel, Machine Learning, Python, R Programming, SQL",New Horizon College of Engineering,Master of Technology (M.Tech),Computer Science & Engineering,2019,9.30/10,N/A,N/A,N/A
MS1242,Bangalore,"Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, Artifical Intelligence, R Programming",IES College of Technology,Bachelor of Engineering (B.E),Computer  Science,2019,N/A,7.60/10,60.00/60.00,82.33/82.33
MS1243,Bangalore,"ASP.NET, C#, HTML, Python, SQL, Visual Basic (VB), Machine Learning","Mar Athanasius College Of Arts & Science, Kothamangalam,Kerala",Bachelor of Science (B.Sc),Mathematics,2014,N/A,76.00/100,N/A,N/A
MS1244,Bangalore,"Python, SAS, SQL","GLA University,Mathura",Bachelor of Technology (B.Tech),Information Systems,2018,N/A,7.68/10,N/A,N/A
MS1245,Hyderabad,"CSS, HTML, JavaScript, Data Science, Hadoop, MySQL, Python",JNTU ANANTHAPUR,B.Tech (Hons.),Electrical and Electronics Engineering,2019,N/A,66.00/100,82.00/82.00,82.00/82.00
MS1246,Bangalore,"Java, Python, JavaScript, MongoDB, SQL",Greater Noida Institute Of Technology,Bachelor of Technology (B.Tech),computer science,2019,N/A,60.54/100,61.00/61.00,66.00/66.00
MS1247,Pune,"Data Science, Machine Learning, Python, Data Analytics, Natural Language Processing (NLP), SQL, Tableau",William Carey University,Bachelor of Science (B.Sc),,2017,N/A,69.00/100,77.00/77.00,90.00/90.00
MS1248,Bangalore,"Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, Statistical Modeling, BIG DATA ANALYTICS, MS-Excel, MongoDB",Manipal University,,Data Science,2020,N/A,8.05/10,N/A,N/A
MS1249,Vadodara,"Data Analytics, MS-Office, Machine Learning, MySQL, Python, R Programming, MongoDB",The Maharaja Sayajirao University of Baroda,Master of Statistics (M.Stat),Science,2020,N/A,79.00/100,N/A,N/A
MS1250,Bangalore,"Data Analytics, HTML, Machine Learning, MySQL, Python, Deep Learning, Natural Language Processing (NLP)",Bmsce,Bachelor of Engineering (B.E),,2019,N/A,7.25/10,N/A,7.60/7.60
MS1251,Bangalore,"Data Analytics, C Programming, HTML, MS-Excel, MS-Word, Machine Learning, MySQL, Python, SQL, Flask, Heroku, Statistical Modeling, WordPress",Karmaveer Dadasaheb Kannamwar College Of  Engineering,Bachelor of Engineering (B.E),Computer  Science,2019,N/A,63.00/100,60.00/60.00,7.20/7.20
MS1252,Hyderabad,"Computer Networking, HTML, Machine Learning, MySQL, Ethical Hacking, Python, R Programming",VRS & YRN College,Master of Computer Applications (MCA),,2021,7.00/10,7.50/100,6.70/6.70,6.20/6.20
MS1253,Gwalior,"Data Analytics, MySQL, PHP, C Programming, HTML, Machine Learning, Python",ITM Group Of Institution Technical Campus,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.00/10,89.40/89.40,84.33/84.33
MS1254,Bangalore,,C.Byregowda Institute Of Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2020,N/A,7.99/10,N/A,N/A
MS1255,Pune,"MS-Excel, Python, R Programming, SAS","Modern College Of Arts, Science & Commerce",Master of Science (M.Sc),Statistics,2019,N/A,7.33/10,65.28/65.28,N/A
MS1256,Bangalore,"French Proficiency (spoken), MS-Excel, MS-Word, Python, SQL, Statistical Modeling, Data Analytics, Machine Learning",IGNOU,,Post Graduate Diploma In Statistics,2020,N/A,62.00/100,N/A,N/A
MS1257,Bangalore,"Data Science, Python, R Programming, Natural Language Processing (NLP), Tableau",Kingston Engineering College,Bachelor of Engineering (B.E),Electronics and Communication,2019,N/A,7.31/10,N/A,N/A
MS1258,Bangalore,"Algorithms, C Programming, Data Structures, Database Management System (DBMS), Deep Learning, Natural Language Processing (NLP), Python, Android, Computer Vision, OpenCV",Government Engineering College Palakkad,Bachelor of Technology (B.Tech),IT,2019,N/A,7.35/10,92.00/92.00,9.00/9.00
MS1259,Bangalore,"Adobe Premiere Pro, Python, Data Analytics, Database Management System (DBMS), Django, Machine Learning",Pondicherry University,Master of Computer Applications (MCA),Computer  Science,2020,8.71/10,60.77/100,79.00/79.00,10.00/10.00
MS1260,Bangalore,"MS-Excel, Data Analytics, English Proficiency (Spoken), Machine Learning, Python",JAYPEE INSTITUTE OF INFORMATION TECHNOLOGY,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2021,N/A,7.40/10,85.60/85.60,9.20/9.20
MS1261,Bangalore,"Data Analytics, English Proficiency (Spoken), MS-Excel, Machine Learning, Python",Kongu Engineering College,Bachelor of Engineering (B.E),E &amp;i,2015,N/A,8.50/10,N/A,N/A
MS1262,Bangalore,"MS-Excel, Machine Learning, Python, SQL, Natural Language Processing (NLP)",Bapuji Institute of Engineering and Technology,Bachelor of Engineering (B.E),Mechanical Engineering,2014,N/A,69.86/100,83.00/83.00,91.68/91.68
MS1263,Bangalore,"C Programming, English Proficiency (Spoken), English Proficiency (Written), Python, SQL, Tableau, R Programming, Statistical Modeling","Bangalore Institute of Technology, Bangalore",Bachelor of Engineering (B.E),Electronics and Communication,2018,N/A,63.60/100,84.00/84.00,9.60/9.60
MS1264,Mumbai,"Image Processing, OpenCV, Artifical Intelligence, C Programming, Data Analytics, Database Management System (DBMS), Deep Learning, Financial Modeling, MS SQL Server, MS-Excel, MS-PowerPoint, Machine Learning, Mathematics, Microsoft Visual Studio, Python, R Programming, SPSS, SQL",Narsee Monjee Institute of Management studies,Bachelor of Science (B.Sc),Applied Statistics And Analytics,2020,N/A,3.55/4,92.20/92.20,10.00/10.00
MS1265,Bangalore,"C Programming, Deep Learning, Java, Machine Learning, Natural Language Processing (NLP), Python, SQL",Donbosco Institite Of Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2018,N/A,62.00/100,70.33/70.33,72.33/72.33
MS1266,Ahmedabad,"Data Analytics, MS SQL Server, MS-Excel, Machine Learning, Python, Power BI",International Institute Of Information Technology Bangalore,,Data Science,2020,71.30/100,3.40/4,75.00/75.00,75.00/75.00
MS1267,Ahmedabad,"Data Analytics, MS-Excel, Machine Learning, Python, SQL, Power BI",International Institute Of Information Technology Bangalore,,PG Diploma In Data Science,2021,N/A,3.40/4,N/A,N/A
MS1268,Bangalore,"SQL, Data Analytics, Data Science, MS-Excel, Machine Learning, Python, Statistical Modeling",Great Lakes Institute of Management,Post Graduate Programme (PGP),Data Science And Engineering,2020,N/A,8.00/10,N/A,N/A
MS1269,Thrissur,"Adobe Illustrator, Adobe Photoshop, CSS, HTML, JavaScript, SQL, Data Analytics, Python","MACFAST, Thriuvalla",Master of Computer Applications (MCA),Computer  Science,2016,74.00/100,64.00/100,N/A,N/A
MS1270,Hyderabad,"MySQL, Data Analytics, MS-Excel, Machine Learning, Python, Tableau",Kallam Haranadhareddy Institute Of Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2018,N/A,65.50/100,70.50/70.50,N/A
MS1271,Bangalore,"Bootstrap, C Programming, C++ Programming, CSS, HTML, Java, JavaScript, PHP, Python, SQL, jQuery, Android, Data Science, iOS",SASTRA DEEMED UNIVERSITY,Bachelor of Technology (B.Tech),Computer Science & Engineering,2018,N/A,6.28/10,85.66/85.66,91.20/91.20
MS1272,Hyderabad,"English Proficiency (Spoken), Machine Learning, Python, R Programming, Data Analytics, MS-Excel, SQL",Vmritms,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2013,N/A,62.13/100,66.30/66.30,N/A
MS1273,Bangalore,"Machine Learning, Microsoft Azure, Python, R Programming",Institute Of Technical Education & Research,Master of Technology (M.Tech),Computer  Science,2017,8.68/10,8.00/10,N/A,N/A
MS1274,Ranchi,,Birla Institute Of Technology Mesra Ranchi,MBA,Finance And Human Resources,2021,6.95/7,6.92/7,5.00/5.00,8.29/8.29
MS1275,Banglore,"Data Analytics, MySQL, Python, Hadoop, Java, Machine Learning, R Programming","National Institute Of Electronics & Information Technology, Calicut",,Advanced Diploma In BigData Analytics,2020,N/A,80.00/100,75.00/75.00,92.00/92.00
MS1276,Bangalore,"Data Analytics, MS-Excel, Machine Learning, Python, Statistical Modeling",Global Academy of Technology,,Data Analytics,2023,N/A,N/A,N/A,N/A
MS1277,Visakhapatnam,"C Programming, C++ Programming, CSS, HTML, Java, JavaScript, Machine Learning, Python, SQL, XML, Data Science",GITAM,Bachelor of Technology (B.Tech),Computer Science & Engineering,2021,N/A,8.85/10,9.65/9.65,8.88/8.88
MS1278,Bangalore,"Data Analytics, MS-Excel, Power BI, R Programming, SAP, Data Science, Python, SQL",Myra School Of Business,Post Graduate Diploma in Management (P.G.D.M.),Data Analytics,2019,8.00/10,67.00/100,N/A,N/A
MS1279,Delhi,"R Programming, SAS","Amity University, Noida",Master of Science (M.Sc),Applied Mathematics,2017,6.00/10,60.00/100,75.00/75.00,N/A
MS1280,Bangalore,"Data Structures, Machine Learning, Python, SQL",QUTUBSHAHI PG COLLEGE FOR MCA,Master of Computer Applications (MCA),Computer  Science,2009,70.00/100,74.00/100,79.00/79.00,76.00/76.00
MS1281,Vijayawada,"Data Analytics, Python, Artifical Intelligence, Machine Learning",VR Siddhartha Engineering College,Master of Computer Applications (MCA),Computer Application,2018,8.42/10,76.00/100,84.00/84.00,76.00/76.00
MS1282,Lucknow,"Algorithms, C++ Programming, Data Structures, Database Management System (DBMS), Python, Java",Baba Saheb Bhim Rao Ambedkar University,Master of Computer Applications (MCA),,2020,9.00/10,6.00/10,N/A,N/A
MS1283,Bangalore,"CSS, HTML, JavaScript, jQuery, .NET, ASP.NET, Adobe Photoshop Lightroom CC, C#.NET, Machine Learning, Python, R Programming, SQL",BEC,Bachelor of Technology (B.Tech),Electronics and Telecommunication Engineering (ETE),2013,N/A,7.20/10,N/A,N/A
MS1284,Bangalore,"Data Analytics, English Proficiency (Spoken), MS-Excel, Machine Learning, Python",Great Lakes Institute of Management,PG Diploma in Data Science,Data Analytics,2020,8.00/10,7.36/10,N/A,N/A
MS1285,Bangalore,"Data Analytics, MS-Excel, MS-Office, Machine Learning, Artifical Intelligence, Python, R Programming, BIG DATA ANALYTICS",Insofe,Post Graduate Programme (PGP),Data Science,2020,N/A,6.00/10,N/A,N/A
MS1286,Bangalore,"CSS, HTML, Java, JavaScript, Python",CMR Institute Of Technology,Master of Computer Applications (MCA),Computer Applications,2020,60.58/100,56.08/100,51.90/51.90,62.80/62.80
MS1287,Bangalore,"MS-Excel, MS-Word, Data Analytics, Machine Learning, Python, SQL",G H Raisoni College Of Engineering & Management,Master of Engineering (M.E),Mechanical Engineering,2015,7.22/10,60.00/100,N/A,N/A
MS1288,Bangalore,"Algorithms, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, MS-Excel, MS-Word, Machine Learning, Python, Statistical Modeling, Database Management System (DBMS), SQL",Vadodara Institute Of Engineering,Bachelor of Engineering (B.E),Computer Science & Engineering,2018,8.06/10,N/A,N/A,N/A
MS1289,Bangalore,"MS-Excel, Data Analytics, Machine Learning, MySQL, Python, Statistical Modeling, Tableau",Great Lakes Institute of Management,Post Graduate Programme (PGP),Business Analytics And Business Intelligence,2020,N/A,N/A,N/A,N/A
MS1290,Kottayam,Statistical Modeling,ExcelR Banglore,,Data Science,2020,70.00/100,80.00/100,84.00/84.00,84.00/84.00
MS1291,Pune,"Machine Learning, Python",Tatyasaheb Kore Institute Of Engineering & Technology,Bachelor of Technology (B.Tech),Mechanical,2018,N/A,N/A,6.80/6.80,N/A
MS1292,Hyderabad,"Machine Learning, Natural Language Processing (NLP), OpenCV, Python, R Programming, Artifical Intelligence, Deep Learning","National Institute Of Electronics & Information Technology, Calicut",,Artificial Intelligence,2020,N/A,83.00/100,86.70/86.70,9.80/9.80
MS1293,Guntur,"Data Analytics, Machine Learning, Python, Deep Learning",Bharatiyar University,Master Of Analytics,Data Analytics,2020,67.00/100,69.00/100,68.00/68.00,60.00/60.00
MS1294,Kochi,"Android, C++ Programming, Java, Python, Machine Learning, Natural Language Processing (NLP), SQL",BH Gardi College of Engineering & Technology,Bachelor of Engineering (B.E),Computer Science & Engineering,2018,N/A,7.32/10,58.60/58.60,N/A
MS1295,Bangalore,"Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, BIG DATA ANALYTICS, Hadoop, MySQL",New Horizon College of Engineering,Bachelor of Technology (B.Tech),ISE,2018,N/A,N/A,N/A,N/A
MS1296,Chennai,"Mathematics, BIG DATA ANALYTICS, Data Analytics, Data Science, Python, R Programming, Statistical Modeling, Hadoop",SRMIST,Bachelor of Technology (B.Tech),Computer  Science,2021,N/A,8.48/10,83.50/83.50,89.40/89.40
MS1297,Bangalore,"C Programming, C++ Programming, JavaScript, NoSQL, Python, SQL, XML, AngularJS",Ramaiah Institute Of Technology,Bachelor of Engineering (B.E),Computer  Science,2020,N/A,N/A,90.00/90.00,N/A
MS1298,Bangalore,"Data Analytics, Data Science, MS-Office, Machine Learning, MySQL, Python","M.S.Bidve College , Latur",Bachelor of Engineering (B.E),Electrical Engineering,2017,N/A,61.00/100,63.54/63.54,8.00/8.00
MS1299,Bangalore,"Machine Learning, MS-Excel, MS-Office, Python, Statistical Modeling",IIDT,PG Diploma in Data Science,Business Analytics,2019,4.00/5,4.00/5,8.00/8.00,N/A
MS1300,Chennai,"Data Analytics, Machine Learning, Python",Jeppiaar Engineering College,Bachelor of Engineering (B.E),Electronics and Communication,2019,N/A,6.60/10,84.50/84.50,97.20/97.20
MS1301,Chennai,"Artifical Intelligence, Computer Vision, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, R Programming, SQL, Statistical Modeling, Tableau",A B R Engineering And Technolagy,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2019,N/A,60.04/100,N/A,72.50/72.50
MS1302,Indore,"C Programming, C++ Programming, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, Data Structures, Database Management System (DBMS), HTML, MS-PowerPoint, MS-Word, Machine Learning, MySQL, Python, SPSS, Unix, Data Analytics, Java","Devi Ahilya Vishwavidyalaya,Indore",Integrated M.Tech,Information Technology,2022,N/A,N/A,76.80/76.80,8.60/8.60
MS1303,Bangalore,"Artifical Intelligence, Machine Learning, Python, SQL",Shri Sant Gadge Baba College Of Engineering And Technology,Bachelor of Engineering (B.E),Electronics and Communication,2013,N/A,62.00/100,N/A,N/A
MS1304,Bangalore,"MS-Excel, Database Management System (DBMS), SQL, Python, R Programming, Statistical Modeling",REVA Institute of Technology and Management,Bachelor of Computer Applications (BCA),Computer Applications,2017,N/A,7.20/100,N/A,N/A
MS1305,Bangalore,"C++ Programming, Jenkins, Python","California State University, East Bay",Integrated B.S. & M.S.,Computer  Science,2011,3.89/4,76.00/100,N/A,N/A
MS1306,Bangalore,"Data Analytics, MS-Office, Python, Algorithms, Data Science, Data Structures, Database Management System (DBMS), GitHub, MS-Excel, Machine Learning, Mathematics, OpenCV, SQL, Statistical Modeling, Natural Language Processing (NLP)",Uttarakhand Technical University,Bachelor of Technology (B.Tech),Civil Engineering,2018,N/A,72.00/100,N/A,7.40/7.40
MS1307,Jalandhar,"Data Analytics, English Proficiency (Spoken), Machine Learning, Python, C++ Programming, Data Structures, MS-Excel",NIT Jalandhar,Bachelor of Technology (B.Tech),Industrial And Production,2021,N/A,7.80/10,85.00/85.00,91.40/91.40
MS1308,Banglore,"Data Analytics, Machine Learning, Natural Language Processing (NLP), Statistical Modeling, Artifical Intelligence","Sinhgad College of Engineering, Pune",Bachelor of Engineering (B.E),Electronics and Telecommunication Engineering (ETE),2018,N/A,62.00/100,62.00/62.00,79.82/79.82
MS1309,Hyderabad,"Deep Learning, Machine Learning, Python, Computer Vision, Data Analytics",Lovely Professional University,Bachelor of Technology (B.Tech),Electronics and Communication,2019,N/A,8.09/10,97.70/97.70,9.20/9.20
